genre,sinopsis
"Comedy , Crime , Drama","A penipu sengsara dan rekannya mengaku sebagai Santa dan Helper Sedikit untuk merampok department store pada Malam Natal. Tapi mereka mengalami masalah ketika penipu yang berteman anak bermasalah, dan bos keamanan menemukan plot."
"Horror , Thriller",Kereta baru ini menceritakan kisah tim gulat Amerika yang naik kereta yang kebetulan untuk digunakan sebagai supermarket untuk pemanen organ.
"Crime , Drama , Mystery","Lizzie Borden Mengambil Sebuah Ax kronik skandal dan abadi misteri seputar Lizzie Borden, yang diadili pada tahun 1892 untuk axing orangtuanya mati. Sebagai kasus mengamuk di, proses sidang bahan bakar sejumlah besar cerita sensasional dan berita utama di surat kabar di seluruh negeri, selamanya meninggalkan nama Lizzie Borden di penghujatan."
Comedy,"Seorang pria muda pendek pada keberuntungan, mendaftar di kelas untuk membangun kepercayaan diri untuk membantu memenangkan gadis impiannya, yang menjadi rumit ketika gurunya memiliki agenda yang sama."
"Adventure , Drama , Sci-Fi","Texan Charles Farmer meninggalkan Angkatan Udara sebagai seorang pemuda untuk menyelamatkan peternakan keluarga ketika ayahnya meninggal. Seperti kebanyakan peternak Amerika, ia berutang banknya. Tidak seperti kebanyakan, dia seorang astrofisikawan dengan roket di gudang nya - yang ia dibangun dan ingin mengambil ke ruang angkasa. Ini mimpinya. FBI menempatkan dia di bawah pengawasan ketika ia mencoba untuk membeli bahan bakar roket, dan FAA warung dia ketika ia mengajukan rencana penerbangan - tapi Charles adalah tidak terpengaruh."
"Comedy , Crime , Drama","Berdasarkan kisah nyata, ""Perang Anjing"" berikut dua teman-teman di awal 20-an yang tinggal di Miami selama Perang Irak pertama yang mengeksploitasi inisiatif sedikit diketahui pemerintah yang memungkinkan usaha kecil untuk mengajukan tawaran kontrak US Military. Mulai kecil, mereka mulai menyapu uang besar dan hidup hidup yang tinggi. Namun pasangan mendapat di atas kepala mereka ketika mereka mendarat kesepakatan 300 juta dolar untuk mempersenjatai Afghanistan Militer-kesepakatan yang menempatkan mereka dalam bisnis dengan beberapa orang yang sangat teduh, tidak sedikit yang ternyata menjadi Pemerintah AS."
Drama,"Seorang pria yang terlibat dalam kecelakaan mobil yang mengerikan dinyatakan mati, hanya untuk hidup kembali satu jam setengah kemudian, mengaku telah melihat surga."
Comedy,"Ketika tiga teman akhirnya datang ke setelah malam parau pesta pora sarjana pihak, mereka menemukan bayi di dalam lemari dan harimau di kamar mandi. Tapi mereka tidak bisa menemukan sahabat mereka, Doug - siapa yang seharusnya mengikat simpul. Meluncurkan pencarian panik untuk Doug, trio bertekun melalui mabuk jahat untuk mencoba untuk membuatnya ke gereja pada waktu."
"Comedy , Drama","Peter Highman harus berebut di seluruh AS dalam lima hari untuk hadir untuk kelahiran anak pertamanya. Dia mendapat ke awal yang buruk ketika dompet dan barang-barang nya dicuri, dan mengenakan ""larangan terbang "" daftar. Peter memulai perjalanan menakutkan ketika ia menerima tumpangan dari aktor Ethan Tremblay."
"Biography , Comedy , Drama",Sebuah film tentang kehidupan bermasalah dan kontroversial dari pembuat film induk komedi.
"Drama , Music , Musical","Sekelompok penari berkumpul di panggung teater Broadway untuk audisi untuk produksi musik baru yang disutradarai oleh Zach (Michael Douglas). Setelah eliminasi awal, tujuh belas calon tetap, di antaranya Cassie (Alyson Reed), yang pernah memiliki hubungan romantis menggelora dengan Zach. Dia cukup putus asa untuk bekerja untuk merendahkan dirinya dan audisi baginya; apakah dia bersedia untuk membiarkan profesionalisme mengatasi perasaan pribadinya tentang masa lalu mereka tetap menjadi seen.As film terungkap, backstory dari masing-masing penari terungkap. Ada yang lucu, beberapa ironis, beberapa memilukan. Tidak peduli apa latar belakang mereka, namun, mereka semua memiliki satu kesamaan - gairah untuk tari."
"Biography , Drama , History","Sebuah cerita yang dramatis, berdasarkan kejadian sebenarnya, tentang persahabatan antara dua orang berjuang melawan apartheid di Afrika Selatan pada 1970-an. Donald Woods adalah seorang jurnalis liberal kulit putih di Afrika Selatan yang mulai mengikuti kegiatan Stephen Biko, hitam aktivis anti-apartheid berani dan blak-blakan."
"Biography , Drama , Romance","CS Lewis, seorang penulis dan profesor terkenal di dunia, memimpin kehidupan nafsu sampai ia bertemu semangat penyair Joy Gresham"
"Drama , Fantasy , Horror",Sebuah ventriloquist adalah pada belas kasihan dari boneka setan sementara ia mencoba untuk memperbaharui asmara dengan kekasih SMA-nya.
"Biography , Drama","Hitchcock berikut hubungan antara sutradara Alfred Hitchcock dan istrinya Alma Reville selama pembuatan film paling terkenal ""Psycho "" - dan cobaan dan kesengsaraan sutradara yang dihadapi dari sensor Hollywood."
"Biography , Drama , History","All-star kekuatan cor melihat epik ini di President Amerika Richard M. Nixon, seorang pria yang membawa kedua nasib dunia di pundaknya sementara berjuang melawan tuntutan merusak diri sendiri dalam. Dari pemilihan presiden menang untuk skandal Watergate mengejutkan yang akan menutup ajalnya."
"Drama , Fantasy , Horror","Seorang pria yakin bahwa seorang gadis muda adalah reinkarnasi dari putrinya sendiri Audrey Rose, yang meninggal dalam kecelakaan mobil yang berapi-api, bersama dengan istrinya, dua menit sebelum gadis itu lahir."
"Drama , Thriller","Seorang pengacara yang ambisius menemukan dirinya terjebak dalam perebutan kekuasaan antara eksekutif farmasi yang korup dan partner senior perusahaan-nya. Ketika kasus ini mengambil giliran mematikan, ia harus berlomba untuk mengungkap kebenaran sebelum ia kehilangan segalanya."
"Crime , Drama , Musical","Di daerah kumuh dari West Side atas Manhattan, New York, sekelompok remaja Polandia-Amerika disebut Jets bersaing dengan geng saingan baru-baru berimigrasi Puerto Rico, Hiu, untuk ""memiliki "" jalan-jalan lingkungan. Ketegangan tinggi antara geng tapi dua anak, satu dari setiap geng saingan, jatuh cinta mengarah ke tragedi."
"Comedy , Romance","Seorang gadis-kota kecil menang kencan dengan bintang Hollywood melalui sebuah kontes. Ketika tanggal pepatah lebih baik dari yang diharapkan, sebuah bentuk cinta segitiga antara gadis, selebriti, dan sahabat gadis itu."
"Drama , Horror , Mystery","Kisah seorang pria yang terbangun di tempat tidur menderita kehilangan memori setelah kecelakaan, hanya untuk mulai curiga bahwa istrinya mungkin tidak istri nyata dan bahwa jaringan kebohongan dan penipuan memperdalam dalam rumah di mana ia segera menemukan dirinya tahanan."
"Horror , Thriller",Tiga teman-teman masa kecil menyisihkan masalah pribadi mereka dan menyatukan kembali untuk perempuan akhir pekan di sebuah pulau terpencil di lepas pantai Maine. Salah satu gerakan yang salah ternyata liburan akhir pekan mereka bertengkar mematikan untuk bertahan hidup.
"Comedy , Romance",Sekelompok 30-year-olds yang telah berteman sejak upaya SMA untuk melemparkan akhir-of-musim panas pesta.
"Comedy , Animation","Pada musim kedua, Mike dan Phil harus mengalami percobaan di mana mereka memiliki cinta segitiga dengan seorang teman imajiner. Ganggang bertanya-tanya keberadaannya. Apa yang akan terjadi?"
Comedy,"Pelatih vokal berprestasi dimotivasi oleh ayahnya, raja film-trailer suara-overs, untuk mengejar aspirasinya menjadi bintang voice-over. Di tengah kebanggaan, seksisme dan disfungsi keluarga, ia menetapkan untuk mengubah suara dari satu generasi."
"Comedy , Drama , Romance","Seorang wanita lajang berusia 34 tahun, Nancy, tergantung-lagi, habis oleh tak berujung sia-sia set up oleh teman-temannya, bepergian di London untuk bersulang lain 10 tahun menikah ajaib bahagia sukses orang tuanya berjalan dengan seorang janda berusia 40 tahun, Jack , yang kesalahannya selama 24 tahun berusia tanggal buta. Nancy, memutuskan untuk pergi dengan itu, terjadi untuk naik perjalanan belum lucu paling kacau hidupnya yang tak satu pun dari mereka akan pernah lupa."
Drama,"Setelah tragedi menyerang Henry dan Penny, ia berteman seorang gadis muda yang ulet dan menemukan dia sedang membangun rakit untuk berlayar melintasi Atlantik untuk menemukan ayahnya yang hilang. Bersama-sama, bersama dengan beberapa teman tidak mungkin, mereka ditetapkan untuk membangun kapal dan kemudian membangun kembali kehidupan mereka."
"Comedy , Animation","Seri mengikuti petualangan antropomorfik dari populasi berbulu, berbulu dan liar dari New York City di tengah-tengah krisis paruh baya. Musim pertama dibuka dengan tikus mendapatkan tips kawin dari temannya di sebuah pesta bawah tanah; sepasang kuda polisi mengeluh tentang kenalan lama; bedbug mengalami krisis paruh baya."
Comedy,"Lulus SMA tidak akan lengkap tanpa liburan akhir un-dikawal, tanpa hambatan dan tak terlupakan. Setidaknya itulah yang akan, Jay, Simon dan Neil berpikir ketika mereka memesan dua minggu tinggal di sebuah pulau Yunani eksotis. Sebagai mimpi mereka hari bermandikan matahari dan malam minuman keras penuh yang tersisa tanpa harapan tak terpenuhi, pemuda berjuang mereka ke dalam adegan pesta dengan hasil meriah memalukan di sukses ini memukul UK komedi vulgar."
Comedy,"Neil, Will dan Simon menerima undangan dari Jay untuk bergabung dengannya di Australia sementara pada tahun kesenjangan nya, yang menjanjikan mereka itu ""ibukota seks dunia"". Dengan kehidupan mereka sekarang agak membosankan dibandingkan dengan hari-hari sekolah hedonistik dan liburan pemuda legendaris, itu tawaran mereka tidak bisa menolak. Sekali lagi, mereka menempatkan tumbuh sementara on-hold, dan memulai liburan backpacking seumur hidup di sebuah mobil yang mengerikan, terinspirasi oleh Peter Andre 'Girl Misterius'. Akan segera menemukan dirinya berjuang dengan pemuda untuk melakukan sesuatu budaya, sementara mereka memfokuskan perhatian mereka pada minum, anak perempuan, dan mengganggu sesama pelancong."
Comedy,"Pada awal musim 2, empat membayar perjalanan ke pantai Dorset dan terjebak dalam masalah yang tak ada habisnya: Jay terperangkap oleh seorang ibu rumah tangga yang deflowers anak sekolah, Neil menjadi hewan peliharaan dari seorang guru pedofil, sementara Simon dan akan jatuh untuk gadis baru cantik bernama Lauren. Akhirnya, Simon berakhir telanjang di depan semua orang di pesta."
Comedy,"Season 3 dimulai ketika Carli, seorang teman dari empat, menyelenggarakan fashion show dan meminta Simon untuk menjadi model, tapi ia tidak setuju dan enggan untuk bergabung. Namun, ketika Charlotte Hinchcilffe, gadis yang paling indah dan populer di sekolah, tiba dan bergabung pertunjukan, Simon dan semua teman-temannya sangat ingin untuk pertunjukan dan mencoba yang terbaik untuk mengesankan gadis itu."
Comedy,"Will adalah seorang siswa SMA yang harus pindah ke sekolah negeri dari sekolah umum karena masalah uang. Di sana, ia bertemu Simon, Jay, dan Neil, dan berteman dengan mereka. Keempat segera mendapatkan dekat dan bersama-sama menikmati tahun terakhir mereka sekolah dengan pergi keluar, minum alkohol, dan kencan dengan gadis-gadis."
Comedy,"Ritchie adalah chancer Glaswegian dengan harapan rendah dan tidak ada prospek. Kecewa dengan kehidupan kota, dia pergi menyamar di sebuah pusat konservasi Highland untuk membuat kekayaannya sebagai mutiara ilegal fisher dengan bantuan dua rekan rawan malang dan kecelakaan, Danny dan Fraser. Di sini ia bertemu Beth, seorang pelestari cukup English bergairah tentang menyimpan kerang langka dari cengkeraman pencuri mutiara di Dataran Tinggi Skotlandia. Jatuh untuknya langsung, Ritchie harus mengalahkan persaingan dalam bentuk Highland Ranger Ethan, halus berbicara Amerika Adonis yakin bahwa Beth tidak bisa menahan pesona selamanya. Setelah sukses mutiara memancing menarik perhatian yang tidak diinginkan dari sekolah tua Glaswegian mafia Gavin dan karyanya di pusat mendorongnya untuk mempertanyakan motivasi sebenarnya, Ritchie harus mempertaruhkan kehidupan dan anggota tubuh untuk menyimpan Highlands dari bencana ekologis dan memenangkan hati Beth ..."
"Comedy , Drama , Music","1974. Di tengah pemadaman listrik, pemogokan dan boot-anak aggro di teras sepak bola, Joe McCain adalah bosan hidup yang ke mana-mana. Masukkan rambut-dresser Jane: pirang, indah, dan bergerak dengan ketukan seluruh dunia baru suara, gerakan dan semua-nighter menari di The Wigan Casino - rumah Soul Utara. Terbawa pada air pasang ini tari berdenyut dan nafsu, Joe menjadi terlibat dalam sisi gelap dari adegan jiwa yang akan menempatkan persahabatan untuk menguji."
"Action , Horror , Sci-Fi","Dalam waktu dekat, virus proporsi epik telah menyusul planet ini. Ada lebih terinfeksi daripada yang tidak terinfeksi, dan kemanusiaan kehilangan cengkeramannya pada kelangsungan hidup. Its satunya harapan adalah menemukan obat dan menjaga terinfeksi terkandung. Lauren adalah seorang dokter yang, setelah jatuhnya New York, tiba di Los Angeles untuk memimpin perburuan korban sipil yang tidak terkontaminasi. Tapi tidak ada yang bisa mempersiapkan tim retak nya untuk kekacauan berlumuran darah mereka akan menyaksikan saat mereka menuju ke jalan-jalan berarti California di mana segala sesuatu dianggap perangkap ... Dari sutradara John (THE Scribbler) Setelan, batas-menerjang, permainan berubah film thriller fiksi ilmiah yang menampilkan aksi non-stop dari perspektif first person shooter, menempatkan penonton di tengah-tengah setiap melawan sementara merasa mengendalikan setiap pukulan dilemparkan dan tembakan dipecat. Selamat datang di model baru dari film thriller aksi mendalam bagi generasi video game hardcore."
"Mystery , Sci-Fi , Thriller","Suki adalah seorang wanita muda menghadapi penyakit mental yang merusak dirinya menggunakan ""The Siam Bakar, "" mesin eksperimental yang dirancang untuk menghilangkan kepribadian ganda. Semakin dekat Suki datang untuk menjadi ""sembuh, "" dia dihantui pikiran ... bagaimana jika identitas yang tidak diinginkan lalu ternyata dia?"
"Drama , Thriller","Iklan menyebalkan. Dan itulah sebabnya, enam bulan setelah sahabatnya hilang, Amanda (Katie Cassidy, TV Panah) akhirnya menyerah pada mendapatkan teman sekamar yang lain, Hailey (Tracy Spiridakos, Revolusi TV). Dua mahasiswa ternyata memiliki kesamaan, namun: laki-laki yang kasar. Untuk Hailey, itu ayahnya (Donal Logue, Silent Night). Untuk Amanda, itu adalah stalkery mantan pacar. Tapi masalah dapat diselesaikan dan, Anda tahu, Anda menggaruk punggungku, aku menggaruk Anda. Dengan kata lain, Membunuh untuk Me, saya membunuh Anda."
"Short , Drama , Family","Seorang pria terbangun dalam kecelakaan mobil di bagian bawah tebing curam. Dia tidak ingat siapa dia atau bagaimana dia sampai di sana, tapi laporan melalui radio mengisi beberapa kekosongan, karena menggambarkan perampokan bank kekerasan dan nama pelaku yang kebetulan duduk mati di kursi belakang."
"Comedy , Crime , Drama","Seorang polisi bengkok, seorang bos mafia dan gadis muda mereka menyalahgunakan adalah penghuni neraka penjahat kota. Ini adalah dunia yang biasa Arthur Poppington tidak mengerti dan tidak termasuk dalam, tapi berkomitmen untuk pertempuran ketika ia berubah menjadi super-hero main hakim membuat sendiri, Defendor. Dengan kekuatan selain keberanian Defendor dibutuhkan untuk jalan-jalan untuk melindungi yang tidak bersalah kota."
"Horror , Mystery , Thriller","Sebuah keluarga menemukan bahwa roh-roh gelap telah menginvasi rumah mereka setelah anak mereka misterius jatuh ke dalam tidur tak berujung. Ketika mereka menjangkau profesional untuk bantuan, mereka belajar hal-hal yang jauh lebih pribadi daripada yang mereka pikir."
Drama,"Brandon adalah seorang New Yorker yang menghindari keintiman dengan perempuan, tetapi feed keinginannya dengan kecanduan kompulsif seks. Ketika bandel adiknya pindah ke apartemennya mengaduk kenangan masa lalu yang menyakitkan mereka bersama, kehidupan insular Brandon spiral di luar kendali."
"Drama , Fantasy , Horror","Cerita berikut seorang pengacara muda, Arthur Kipps, yang memerintahkan untuk melakukan perjalanan ke sebuah desa terpencil dan memilah kertas klien baru-baru almarhum. Saat ia bekerja sendirian di rumah terisolasi klien, Kipps mulai mengungkap rahasia tragis, kegelisahan nya tumbuh saat ia sekilas seorang wanita misterius hanya mengenakan hitam. Hanya menerima keheningan dari penduduk setempat, Kipps dipaksa untuk mengungkap identitas sebenarnya dari Woman in Black sendiri, yang mengarah pada perlombaan putus asa dengan waktu ketika ia menemukan identitas aslinya."
"Drama , Sci-Fi","Thomas Jacobs menciptakan cara untuk menonton ingatan orang-orang dari dalam. Akan melawan moral, ia menerima tawaran untuk masuk kenangan seorang pecandu heroin untuk harfiah melihat apakah ia melakukan kejahatan. Namun, kerusakan menyebabkan kesadarannya menjadi terjebak dalam pikiran penjahat. Dia tetap menjadi tahanan dalam ingatan pecandu selama lebih dari empat tahun sampai ia menemukan kemungkinan melarikan diri."
"Horror , Thriller","Kota Salem, Massachusetts dikunjungi oleh coven dari penyihir kuno."
"Action , Comedy , Crime","Dua mitra kejuaraan rodeo perjalanan ke New York untuk mencari teman mereka yang hilang, Nacho Salazar yang hilang di sana."
"Horror , Thriller","Jamie kembali ke kampung halamannya untuk mencari jawaban atas pembunuhan istrinya, yang terjadi setelah menerima paket aneh yang berisi ventriloquist boneka bernama Billy, yang mungkin berhubungan dengan legenda ventriloquist Mary Shaw. Ditakdirkan untuk menemukan kebenaran, Jamie pergi ke kota Raven Fair, di mana Shaw digunakan untuk melakukan dan dimakamkan. Tapi Jamie adalah lebih dari yang ia harapkan."
"Comedy , Drama , Sci-Fi","Sebuah drama komedi tentang sekelompok orang (dan beberapa robot) yang tinggal di stasiun luar angkasa dalam 1970's-versi masa depan. Ketika Kapten Asisten baru tiba, dia secara tidak sengaja membakar ketegangan antara kru, mendorong mereka untuk menghadapi rahasia tergelap mereka. Hampir tidak terkandung nafsu, kecemburuan, dan kemarahan semua gelembung ke permukaan, menjadi sama berbahayanya dengan asteroid yang menuju tepat untuk mereka."
"Action , Drama , Fantasy","Gunsliger Jonah Hex (Josh Brolin) ditunjuk oleh Presiden Ulysses Grant untuk melacak teroris Quentin Turnbull (John Malkovich), seorang mantan perwira Konfederasi ditentukan melepaskan neraka di bumi. Yunus tidak hanya mengamankan kebebasan dengan menerima tugas ini, ia juga mendapat dendam pada orang yang slayed istri dan anaknya. Megan Fox memainkan pelacur serta interst cinta Jonah Hex di film."
"Action , Crime , Drama","Michael Mason adalah pencopet Amerika yang tinggal di Paris yang menemukan dirinya diburu oleh CIA ketika ia mencuri sebuah tas yang berisi lebih dari sekedar dompet. Sean Briar, agen lapangan pada kasus ini, segera menyadari bahwa Michael hanya pion dalam permainan jauh lebih besar dan juga aset terbaik untuk mengungkap konspirasi besar-besaran."
"Animation , Action , Comedy","The Haunted World of El Superbeasto adalah komedi animasi yang juga menggabungkan unsur-unsur dari film horor dan thriller yang. Hal ini didasarkan pada seri buku komik yang diciptakan oleh Rob Zombie yang mengikuti karakter El Superbeasto dan seksi sidekick adiknya, Suzi-X, disuarakan oleh Sheri Moon karena mereka menghadapi seorang penjahat jahat dengan nama Dr. Setan."
Horror,Dua pasangan remaja bepergian di seluruh dusun dari Texas mencari legenda urban pembunuh berantai berakhir sebagai tawanan keluarga terpencil aneh dan sadis dari pembunuh berantai.
"Comedy , Drama , Sport","Dua pejuang penuaan di LA, teman, mendapatkan panggilan dari promotor Vegas karena pejuang undercard nya untuk Mike Tyson pertarungan malam itu tiba-tiba tidak tersedia. Dia ingin mereka kotak sama lain. Mereka setuju asalkan pemenang mendapat tembakan di gelar kelas menengah. Mereka meminta Grace, Cesar saat ini dan Vinnie mantan pacar, untuk mengusir mereka ke Vegas."
"Horror , Mystery , Thriller","Terobsesi dengan mengajar korbannya nilai kehidupan, sebuah gila, pembunuh berantai sadis menculik moral bandel. Setelah ditangkap, mereka harus menghadapi pilihan sulit dalam permainan mengerikan untuk bertahan hidup. Para korban harus berjuang untuk memenangkan kehidupan mereka kembali, atau mati mencoba ..."
"Comedy , Romance","Sebuah cerita berpusat di sekitar titik transisi dalam kehidupan Ave Maria Mulligan, jantung komunitasnya di Pegunungan Appalachian dari Virginia."
Documentary,"Sebuah luar biasa, mantra-mengikat perjalanan melalui alam alam untuk menemukan bahwa alam adalah orang asing, lebih ajaib, lebih mistis dari apa pun yang Anda mungkin bisa bayangkan. Anda akan didorong dari hutan terpesona ke tepi bawah, dari planet paranormal ke laut fantastis, dari pegunungan surgawi melalui perairan lincah, akhirnya mengalami perayaan akhir sihir alam, pertemuan terbesar satwa liar di bumi. Anda tidak akan percaya mata Anda atau telinga saat Anda bertemu dengan makhluk luar biasa dan pengalaman alam seperti itu pernah terlihat sebelumnya, mata ke mata dengan makhluk, pada sebuah petualangan di mana Anda benar-benar akan percaya dunia nyata lebih luar biasa dan awe- inspirasi dari fiksi apapun."
"Animation , Family , Comedy",Opus Penguin berjuang untuk mencapai mimpi yang tampaknya mustahil untuk bisa terbang.
"Animation , Adventure , Comedy","Dengan Penyihir Jahat dari Barat sekarang kalah dari Oz, Tom dan Jerry bersama dengan Dorothy kembali di Kansas! Tapi tidak lama sebagai penjahat semua-baru telah muncul dari bawah tanah magis, Gnome Raja! Setelah menangkap Baik penyihir, Gnome Raja dan pasukannya yang mendatangkan malapetaka di seluruh Oz dan kebutuhan tetapi satu item untuk mengendalikan The Emerald City, sandal ruby Dorothy! Terserah kucing favorit kami dan duo mouse untuk bekerjasama, pergi Kembali ke Oz dan menyimpan tanah yang mereka cintai. Mengambil ke langit, courtesy of Wizard sendiri, dengan Dorothy, Toto, Scarecrow, Tin Man dan Singa karena mereka membuat perjalanan ajaib mereka. Tertawa dan petualangan akan mengaum seperti mereka hadapi frights semua-baru dan makhluk nakal turun Yellow Brick Road, karena ""kita tidak berada di Kansas lagi! """
"Fantasy , Horror",Sekelompok penggemar horor menemukan diri mereka peserta bersedia dalam peran playing game mimpi buruk yang membayar penghormatan kepada film horor klasik.
"Horror , Thriller","Di kedalaman padang gurun Tasmania sekelompok pejalan kaki mencari harimau Tasmania. Mereka menemukan sekelompok kanibal turun dari Alexander Pearce, yang digantung untuk kanibalisme pada tahun 1824, untuk mencari saham pemuliaan segar."
"Comedy , Drama , Romance","Tahun ini Natal dengan Whitfields menjanjikan untuk menjadi salah satu mereka tidak akan pernah lupa. Semua saudara datang ke rumah untuk pertama kalinya dalam beberapa tahun dan mereka telah membawa banyak bagasi dengan mereka. Sebagai pohon Natal dipangkas dan lampu digantung, rahasia yang terungkap dan ikatan keluarga diuji. Sebagai kehidupan mereka bertemu, mereka bergabung bersama-sama dan saling membantu menemukan arti sebenarnya dari keluarga."
"Animation , Short , Comedy","Misteri Inc dipanggil untuk menyelidiki kejadian di villa angker, di mana seorang ksatria hitam meneror siapa pun yang mencoba untuk mendekati harta tersembunyi oleh mantan pemilik bangunan."
Action,Sebuah mobil muda fanatik cantik - dan depan untuk band unsigned terpanas di pantai Barat - menemukan dirinya terjebak dalam kompetisi drag-balap ilegal yang diorganisir oleh fanatik mobil eksotis
"Drama , Action",anak seorang ayah berusia delapan tahun dibunuh dalam penembakan geng. Ayah (Boris Kodjoe) akan dirinya dijebloskan ke penjara untuk membalas kematian anaknya.
"Animation , Adventure , Comedy","Mereka pergi untuk melihat Wizard, indah Wizard of Oz! Tom dan Jerry melambung di atas pelangi dan perjalanan menyusuri jalan batu bata kuning dalam menceritakan kembali semua-animasi dari kisah klasik. Anda akan melihat karakter favorit Anda: Dorothy, Toto, Scarecrow, Tin Man, Lion, yang Wicked Witch of the West, Wizard, yang Munchkins dan lainnya. Anda akan mendengar banyak lagu-lagu favorit Anda, termasuk ""Over The Rainbow"". Dan Anda akan menertawakan kejenakaan kucing favorit Anda dan mouse karena mereka mendapat memutar di twister, pergi kaki-to-paw terhadap monyet terbang dan menyerbu benteng Penyihir Jahat dalam upaya heroik untuk mendapatkan Dorothy dan Toto (dan diri mereka sendiri ) selamat kembali ke Kansas. Setelah semua, tidak ada tempat seperti rumah."
"Action , Crime , Drama","Seorang agen Secret Service dan wartawan investigasi mencoba untuk mencari tahu siapa yang dibunuh Presiden AS. Film ini awalnya ditujukan untuk bioskop, tapi akhirnya akan langsung ke DVD."
"Animation , Adventure , Comedy","Ketika Scooby dan mendengar geng dari werewolf mengganggu sirkus bepergian, mereka pergi menyamar sebagai pemain sirkus untuk mendapatkan thebottom misteri."
"Animation , Action , Comedy","pahlawan paling keren Amerika, the Titans Remaja, pergi ke Tokyo untuk melacak Brushogun kriminal misterius Jepang."
"Animation , Action , Adventure","The memakai mantel tanpa lengan crusader enggan setuju untuk membiarkan Batgirl dan Nightwing membawanya pada liburan lama tertunda dari memerangi kejahatan, sedangkan Superman dan Justice League mengawasi Gotham City."
"Animation , Action , Adventure","Kejahatan adalah di jalankan sebagai terus Justice League yang baru dibentuk Metropolis aman dan ini membuat jahat jenius Lex Luthor sangat bahagia. Bersama dengan Black Manta, Sinestro dan sekelompok rekrutan kejam, Lex membangun liga sendiri dan menyatakan mereka Legion of Doom. Dengan ini tim yang super bertenaga teror dan rencana untuk menyerang situs pemerintah rahasia, Area 52, dapat Lex akhirnya berada di ambang kemenangan? Membunyikan alarm dan bersiap-siap untuk batu bata untuk terbang ketika Superman, Batman, Wonder Woman dan sisa Justice League menghadapi off melawan terbesar di dunia Super Villains! Ini adalah film asli semua-baru berikutnya dari LEGO® dan DC Comics."
"Animation , Action , Adventure",Terletak di antara Episode II dan III Perang Clone adalah komputer pertama animasi Star Wars Film. Anakin dan Obi Wan harus mencari tahu siapa menculik Jabba anak Hutts dan kembali dengan selamat. The Seperatists akan mencoba apa saja untuk menghentikan mereka dan merusak setiap kesempatan perjanjian diplomatik antara Hutt dan Republik.
"Animation , Action , Adventure","Adam Barat dan Burt Ward kembali ke peran ikonik mereka Batman dan Robin. Menampilkan suara Adam Barat, Burt Ward, dan Julie Newmar, film melihat superhero naik terhadap penjahat klasik seperti The Joker, The Riddler, The Penguin dan Catwoman, baik di Gotham City ... dan dalam ruang."
"Adventure , Sci-Fi","Terdampar di Mars dengan hanya monyet sebagai pendamping, astronot harus mencari tahu bagaimana menemukan oksigen, air, dan makanan di planet tak bernyawa."
"Adventure , Comedy , Crime",Dynamic Duo menghadapi empat super-penjahat yang berencana untuk memegang dunia untuk tebusan dengan bantuan sebuah penemuan rahasia yang langsung dehidrasi orang.
"Action , Horror , Sci-Fi",Novel klasik HG Nah ini dibawa ke kehidupan adalah kisah ini dari invasi asing. Penduduk kota kecil sangat antusias ketika menyala tanah meteor di bukit-bukit. sukacita mereka marah beberapa apa ketika mereka menemukan itu memiliki penumpang yang tidak sangat ramah. Film itu sendiri dipahami lebih baik jika Anda mempertimbangkan itu dibuat pada puncak Perang Dingin - hanya mengganti Mars dengan Rusia.
"Crime , Drama , Film-Noir","Suatu malam di jalan raya yang sepi, sebuah mobil yang melaju melemparkan sebuah tas uang, berarti untuk orang lain, ke kursi belakang Jane dan Alan Palmer. Alan ingin menyerahkannya kepada polisi, tapi Jane, dengan kemewahan dalam jangkauan nya, membujuk dia untuk menggantung ke atasnya ""untuk sementara waktu. "" Segera, Palmers ditelusuri oleh salah satu Danny Fuller, karakter busuk yang mengklaim uang nya. Untuk menggantung ke itu, Jane akan membutuhkan semua kualitas dari femme fatale ultimate ... dan apakah dia pernah memiliki mereka!"
"Crime , Drama , Film-Noir","Seorang ayah pulang ke Tennessee dari ""tindakan polisi"" di Korea untuk mengambil alih operasi dari keluarga nonsen pembuatan operasi, tetapi berjalan bertabrakan dengan beberapa gangster yang ingin pada tindakan."
"Crime , Drama , Film-Noir","Penerjun payung Captain 'Rip' Murdock dan Sersan Johnny Drake yang misterius diperintahkan untuk melakukan perjalanan ke Washington, DC. Ketika Drake belajar bahwa ia akan diberikan Medal of Honor, ia menghilang sebelum fotografer koran dapat mengambil fotonya. Murdock mengikuti petunjuk dan melacak dia turun, di mana ia belajar Drake mati. penyelidikan lebih lanjut mengungkapkan liku uknexpected. Rip belajar bahwa Johnny telah dituduh melakukan pembunuhan dan menetapkan untuk mencari tahu apa yang dia bisa. Ia jatuh cinta dengan Coral yang suaminya Johnny seharusnya telah tewas."
"Action , Adventure , Drama","Perusak pengawalan Amerika, USS Haynes diperintahkan oleh Robert Mitchum, mendeteksi Jerman U-Boat, diperintahkan oleh Curd Jürgens, menghasilkan berkepanjangan, pertempuran mematikan akal."
